;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place;Gender_Hombre;T_Turno de mañana;T_Turno de noche;T_Turno de tarde;Age_Entre 30-50;Age_Mayor 50;Age_Menor 30;Tipo_trab_reduced;Acc_Duración Determinada;Acc_ETT;Acc_Indefinido;Acc_Otros
13273;25249.0;42485.0;1419.0;829.0;0;línea de corte;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13274;17051.0;211.0;757.0;0.0;0;EMBALADOR 015;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13275;0.0;0.0;0.0;0.0;0;none;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
13276;0.0;46113.0;1544.0;0.0;0;Linha de corte transversal;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13277;0.0;0.0;0.0;;0;soldador/gruista;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;ETT;0;1;0;0
13278;2836.0;2046.0;1212.0;0.0;0;si;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
13279;4675.0;2625.0;240.0;0.0;0;Operario Salida Decapado;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13280;25249.0;42485.0;1419.0;829.0;0;Ayudante de perfiladora de Dimeco;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13281;25249.0;42485.0;1419.0;829.0;0;Titular TRANS003;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13282;25249.0;42485.0;1419.0;829.0;0;Platinen wenden;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13283;0.0;0.0;0.0;;0;Flejador/ ayudante TRANS007;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
13284;19528.0;6377.0;262.0;56.0;0;TREN DE LAMINACIÓN;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13285;0.0;0.0;0.0;;0;Maquinista LC4/LC7 y Gruista;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13286;19528.0;6377.0;262.0;56.0;0;Gruista Subcontrata Pardo Freijo;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
13287;0.0;0.0;0.0;;0;EMBALADORA015;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13288;25685.0;18303.0;1151.0;152.0;0;Pontonero;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13289;25249.0;42485.0;1419.0;829.0;0;MF1 Presse 2;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13290;0.0;0.0;0.0;;0;Operador de har lan;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
13291;4675.0;2625.0;240.0;0.0;0;Caretilla;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Duración Determinada;1;0;0;0
13292;25249.0;42485.0;1419.0;829.0;0;Técnico de Mantenimiento;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13293;17051.0;211.0;757.0;0.0;0;plegadora;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13294;0.0;0.0;0.0;;0;DESCARGAS;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13295;25249.0;42485.0;1419.0;829.0;0;Ninguno de los implicados desempeñaban funciones habituales en la línea donde se produjo el incidente.;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Duración Determinada;1;0;0;0
13296;0.0;0.0;0.0;;0;store keeper;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
13297;0.0;0.0;0.0;0.0;0;Gruista del ácido;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;ETT;0;1;0;0
13298;0.0;0.0;0.0;;0;Gruista Procesos;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13299;0.0;0.0;0.0;0.0;0;Operario de puente grúa;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Duración Determinada;1;0;0;0
13300;0.0;0.0;607.0;0.0;0;Madera Prensas;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13301;0.0;0.0;0.0;;0;Camionero externo;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
13302;2836.0;2046.0;1212.0;0.0;0;Verpacker;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13303;0.0;0.0;0.0;;0;AYUDANTE PRENS004;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13304;0.0;0.0;0.0;0.0;0;-;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13305;0.0;0.0;607.0;0.0;0;Regular function;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13306;0.0;0.0;0.0;;0;Colgador;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13307;0.0;0.0;0.0;;0;DIRECTOR COMERCIAL;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13308;0.0;0.0;0.0;0.0;0;Entrada Decapado;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13309;0.0;0.0;0.0;0.0;0;plegadora;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
13310;17051.0;211.0;757.0;0.0;0;MF1 LONGI;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13311;0.0;46113.0;1544.0;0.0;0;trabajo en la grúa de pórtico Q25T, nave lateral 1, colocación del círculo en el almacén de bobinas;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13312;0.0;0.0;0.0;;0;AYUDANTE PRENSAS;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Duración Determinada;1;0;0;0
13313;0.0;0.0;0.0;;0;Salida de la carretilla de descarga y flejado del material;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13314;19528.0;6377.0;262.0;56.0;0;包装packaging;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Duración Determinada;1;0;0;0
13315;2836.0;2046.0;1212.0;0.0;0;Maestro;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13316;0.0;0.0;0.0;;0;Operador auxiliar;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13317;0.0;0.0;0.0;0.0;0;AUXILIAR TRANS 4;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13318;25249.0;42485.0;1419.0;829.0;0;Camionero ( PARDO FREIJO) Gruista Gancho C (Gonvauto Galicia);Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13319;0.0;0.0;0.0;;0;gruista varios;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13320;0.0;46113.0;1544.0;0.0;0;caretillero;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
13321;0.0;0.0;0.0;;0;LIDER LONGI06;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
13322;25249.0;42485.0;1419.0;829.0;0;Almacenes;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
13323;25685.0;18303.0;1151.0;152.0;0;ENH PRODUCTION;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13324;0.0;0.0;0.0;0.0;0;packaking -road safety;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13325;25249.0;42485.0;1419.0;829.0;0;empaquetador perfiladora de tubos;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13326;25685.0;18303.0;1151.0;152.0;0;LONGI004;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13327;17051.0;211.0;757.0;0.0;0;Ninguno de los implicados desempeñaban funciones habituales en la línea donde se produjo el incidente.;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13328;17051.0;211.0;757.0;0.0;0;Verpacker;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
13329;0.0;0.0;0.0;;0;Maschinenführer1 (MF1);Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13330;0.0;0.0;0.0;0.0;0;Operador de Embalagem LCL;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
13331;0.0;0.0;1500.0;0.0;0;CARPINTERO TRANS002;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
13332;0.0;0.0;607.0;0.0;0;Maquinista Trans3;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
13333;0.0;0.0;0.0;0.0;0;Automatenbefüller;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13334;25685.0;18303.0;1151.0;152.0;0;Verpacker LONGI001;Menor 30;;Mantenimiento;0;1;0;0;0;0;1;Duración Determinada;1;0;0;0
13335;25249.0;42485.0;1419.0;829.0;0;Grinding;Menor 30;;Mantenimiento;0;1;0;0;0;0;1;ETT;0;1;0;0
13336;0.0;0.0;0.0;;0;none;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13337;0.0;0.0;0.0;;0;lider;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Indefinido;0;0;1;0
13338;0.0;0.0;607.0;0.0;0;Na;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
13339;0.0;0.0;0.0;;0;Descarga Galvanizado.;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Duración Determinada;1;0;0;0
13340;25249.0;42485.0;1419.0;829.0;0;Forklift kullan?m?;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Duración Determinada;1;0;0;0
13341;0.0;0.0;0.0;;0;EMBALADOR TRANS002;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13342;25685.0;18303.0;1151.0;152.0;0;LCL 01;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
13343;0.0;0.0;0.0;0.0;0;MF LSL 1;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13344;0.0;0.0;1500.0;0.0;0;Auxiliar;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;ETT;0;1;0;0
13345;0.0;0.0;0.0;;0;Maintenance Manager;Mayor 50;;Mantenimiento;0;0;1;0;0;1;0;Duración Determinada;1;0;0;0
13346;25685.0;18303.0;1151.0;152.0;0;DESCARGAS;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13347;4675.0;2625.0;240.0;0.0;0;Colgador;Mayor 50;;Mantenimiento;0;0;1;0;0;1;0;Otros;0;0;0;1
13348;0.0;0.0;607.0;0.0;0;Automatenbefüller;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Duración Determinada;1;0;0;0
13349;2836.0;2046.0;1212.0;0.0;0;Gruista/carretillero;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Duración Determinada;1;0;0;0
13350;0.0;0.0;0.0;;0;Flejador-embalador;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13351;0.0;0.0;0.0;;0;Descargador galvanizado;Mayor 50;;Mantenimiento;0;0;0;1;0;1;0;Duración Determinada;1;0;0;0
13352;0.0;0.0;0.0;0.0;0;Alimentador Perfiladora Tubos 601;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13353;0.0;0.0;0.0;0.0;0;Controlador de procesos;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
13354;2836.0;2046.0;1212.0;0.0;0;Gruista nave 6b zona negro;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Duración Determinada;1;0;0;0
13355;0.0;0.0;1500.0;0.0;0;Automatenbefüller;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13356;0.0;0.0;0.0;;0;soldador/gruista;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13357;25685.0;18303.0;1151.0;152.0;0;Director de produccción;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13358;17051.0;211.0;757.0;0.0;0;operator on catting line;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
13359;25249.0;42485.0;1419.0;829.0;0;Alimentador;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
13360;0.0;0.0;607.0;0.0;0;Entrada para la descarga del camión con la bobina – no se dispone de datos del conductor;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13361;0.0;0.0;0.0;;0;Verlader Halle 8;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13362;25249.0;42485.0;1419.0;829.0;0;AYUDANTE PRENS004;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13363;25685.0;18303.0;1151.0;152.0;0;Painting;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13364;0.0;46113.0;1544.0;0.0;0;Operario de muestras;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
13365;0.0;0.0;1500.0;0.0;0;Ayudante volteador;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13366;0.0;0.0;0.0;;0;Maschinenführer Presse 7;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13367;25685.0;18303.0;1151.0;152.0;0;BOBINERO;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13368;0.0;0.0;0.0;;0;EMBALADORA LONGI 6;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13369;0.0;0.0;0.0;;0;TPM loading car loop;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13370;17051.0;211.0;757.0;0.0;0;forklift external maintance;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
13371;25249.0;42485.0;1419.0;829.0;0;Titular de linea;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
13372;0.0;0.0;0.0;;0;Weighbridge Operator;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13373;2836.0;2046.0;1212.0;0.0;0;PRENSA002;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13374;0.0;0.0;0.0;;0;Pontonero y maquinista TRANS006;Entre 30-50;;Mantenimiento;0;0;1;0;1;0;0;Otros;0;0;0;1
13375;0.0;0.0;0.0;;0;Maschinenführerin 2 Presse 3;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13376;25249.0;42485.0;1419.0;829.0;0;poligon production-black area;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13377;25249.0;42485.0;1419.0;829.0;0;Crane operator;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13378;0.0;46113.0;1544.0;0.0;0;operatorof Press;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13379;25685.0;18303.0;1151.0;152.0;0;Gruista/soldador;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13380;0.0;0.0;0.0;;0;OPERADOR DE CARRETILLA;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13381;0.0;0.0;0.0;;0;Empaquetador Tubos;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Duración Determinada;1;0;0;0
13382;0.0;0.0;0.0;;0;Auxiliar de Laboratorio;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13383;0.0;0.0;0.0;;0;Entrada Decapado;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13384;25685.0;18303.0;1151.0;152.0;0;Saumschrott durchtrennen;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
13385;0.0;0.0;0.0;;0;Maquinista líder PRENS004;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;ETT;0;1;0;0
13386;17051.0;211.0;757.0;0.0;0;Verificador tubos 601;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13387;17051.0;211.0;757.0;0.0;0;Operador de Recolha de Resíduos;Menor 30;;Mantenimiento;0;0;0;1;0;0;1;Indefinido;0;0;1;0
13388;0.0;0.0;0.0;;0;Titular LONGI008;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13389;25249.0;42485.0;1419.0;829.0;0;UTILLERO GALVANIZADO;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13390;0.0;0.0;0.0;0.0;0;team leader;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
13391;0.0;0.0;0.0;;0;Proceso decapado;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13392;0.0;0.0;0.0;;0;lider;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13393;0.0;0.0;0.0;0.0;0;Titular Corte Termico;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13394;0.0;0.0;0.0;0.0;0;extern;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Duración Determinada;1;0;0;0
13395;0.0;0.0;0.0;;0;Flejador TRANS001;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13396;0.0;0.0;0.0;;0;soldador/gruista;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Indefinido;0;0;1;0
13397;0.0;0.0;0.0;0.0;0;LONGI06;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13398;0.0;0.0;1500.0;0.0;0;linea de manutencion;Mayor 50;;Mantenimiento;0;0;1;0;0;1;0;ETT;0;1;0;0
13399;19528.0;6377.0;262.0;56.0;0;Maquinista linea de corte longitudinal;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13400;0.0;0.0;0.0;;0;Operador de Embalagem;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13401;25249.0;42485.0;1419.0;829.0;0;GRUISTA - CARRETILLERO - PRENSAS;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
13402;25249.0;42485.0;1419.0;829.0;0;Gruista nave 6b zona de carga;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13403;25249.0;42485.0;1419.0;829.0;0;CHATARRERO;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13404;0.0;0.0;0.0;;0;TRANS005;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13405;17051.0;211.0;757.0;0.0;0;Incidente sin personas implicadas;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13406;2836.0;2046.0;1212.0;0.0;0;Staplerfahrer Halle 5;Entre 30-50;;Mantenimiento;0;0;1;0;1;0;0;Otros;0;0;0;1
13407;2836.0;2046.0;1212.0;0.0;0;Carretilla;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13408;0.0;0.0;607.0;0.0;0;Operario Salida Decapado;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13409;25249.0;42485.0;1419.0;829.0;0;Maquinista Sierras Corte Tubos;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13410;17051.0;211.0;757.0;0.0;0;Embalador;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
13411;17051.0;211.0;757.0;0.0;0;Auxiliar/montador LONGI002;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13412;0.0;0.0;0.0;;0;Gruista/carretillero;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
13413;17051.0;211.0;757.0;0.0;0;Material  Handler / Slitting Operator;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
13414;0.0;0.0;607.0;0.0;0;gruista varios;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Duración Determinada;1;0;0;0
13415;25249.0;42485.0;1419.0;829.0;0;Titular Linea;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13416;25685.0;18303.0;1151.0;152.0;0;Acumulador;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13417;2836.0;2046.0;1212.0;0.0;0;Crane operator;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13418;0.0;0.0;0.0;;0;Gruista Almacenes;Mayor 50;;Mantenimiento;0;1;0;0;0;1;0;Duración Determinada;1;0;0;0
13419;25249.0;42485.0;1419.0;829.0;0;CARRETILLERO PRENSAS;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13420;17051.0;211.0;757.0;0.0;0;tooling work;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
13421;17051.0;211.0;757.0;0.0;0;operative Logistikfachkraft;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13422;17051.0;211.0;757.0;0.0;0;Operador Puente Grúa;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13423;0.0;0.0;0.0;0.0;0;Forklift;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
13424;2836.0;2046.0;1212.0;0.0;0;Operario de puente grúa;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
13425;0.0;0.0;607.0;0.0;0;customer;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
13426;0.0;0.0;1500.0;0.0;0;AYUDANTE PRENS001;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13427;25685.0;18303.0;1151.0;152.0;0;Operario máquina III;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
13428;0.0;0.0;0.0;;0;Cargador Galvanizado;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
13429;25249.0;42485.0;1419.0;829.0;0;Titular LONGI008;Entre 30-50;;Mantenimiento;0;0;0;1;1;0;0;Otros;0;0;0;1
13430;25249.0;42485.0;1419.0;829.0;0;Automatenbefüller;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
13431;2836.0;2046.0;1212.0;0.0;0;PERSONAL DE LINEA;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13432;25685.0;18303.0;1151.0;152.0;0;Operario de Linea;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Duración Determinada;1;0;0;0
13433;0.0;0.0;0.0;;0;LONGI008;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13434;0.0;0.0;0.0;;0;plegadora;Entre 30-50;;Mantenimiento;0;0;0;1;1;0;0;Otros;0;0;0;1
13435;17051.0;211.0;757.0;0.0;0;Prozessoptimierer;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13436;0.0;0.0;0.0;;0;safety guard;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13437;25685.0;18303.0;1151.0;152.0;0;MONTADOR LONGI008;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Duración Determinada;1;0;0;0
13438;0.0;0.0;0.0;0.0;0;Tornero ajustador;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
13439;17051.0;211.0;757.0;0.0;0;Final Product Logistic Operator;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
13440;2836.0;2046.0;1212.0;0.0;0;packaging;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
13441;0.0;0.0;0.0;;0;OPERARIOS DE CARGA;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
13442;0.0;0.0;0.0;;0;SI;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13443;0.0;0.0;0.0;;0;GRUISTA DE TUBO TRACKER;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13444;2836.0;2046.0;1212.0;0.0;0;UTILLERO GALVANIZADO;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
13445;0.0;0.0;0.0;;0;Gruista/cargador;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Duración Determinada;1;0;0;0
13446;19528.0;6377.0;262.0;56.0;0;Supplier;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13447;0.0;0.0;0.0;;0;Maschinenführer 2 Presse 5;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13448;0.0;0.0;0.0;;0;Alimentador de perfiladora;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
13449;0.0;0.0;0.0;0.0;0;Kranführer Halle 2;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
13450;0.0;0.0;1500.0;0.0;0;Titular de Línea;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Duración Determinada;1;0;0;0
13451;25685.0;18303.0;1151.0;152.0;0;CARPINTERO TRANS002;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
13452;17051.0;211.0;757.0;0.0;0;metal grinding - 2A hole;Entre 30-50;;Mantenimiento;0;0;0;1;1;0;0;Duración Determinada;1;0;0;0
13453;0.0;0.0;0.0;0.0;0;Gruísta;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
13454;0.0;0.0;0.0;;0;OPERARIO DE MÁQUINA;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
13455;17051.0;211.0;757.0;0.0;0;Longi 6;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
13456;0.0;0.0;0.0;;0;packaging operator;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Duración Determinada;1;0;0;0
