;Codigo accidentado;Turno;Gender;Planta;Tipo accidente;Tipo trabajador;Fabrica;Tecnología;Pais;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place
6617;;Turno de tarde;Hombre;32;Accidente s/b;Indefinido;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Auxiliar línea 11;Entre 30-50;Leve;Mantenimiento
6618;;Turno de noche;Hombre;36;Accidente c/b;Prácticas;Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;Activación del descenso de la puerta después de haber entrado en la nave para preparar el vehículo para la descarga en la zona designada.;Menor 30;Grave;Mantenimiento
6619;;Turno de tarde;Hombre;33;Accidente s/b;Prácticas;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;Maquinista líder PRENS004;Entre 30-50;Grave;Mantenimiento
6620;;Turno de mañana;Hombre;13;Accidente s/b;Prácticas;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;Mechatroinker;Menor 30;Muy grave;Mantenimiento
6621;;Turno de noche;Hombre;7;Accidente c/b;Cedidos de otras plantas;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;No;Maschinenführer 1 Presse 7;Entre 30-50;Muy grave;Mantenimiento
6622;;Turno de noche;Hombre;63;Incidente;Indefinido con preaviso;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Gruista Procesos;Entre 30-50;Leve;Mantenimiento
6623;;Turno de noche;Hombre;84;Incidente;ETT;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;MF2 Anlernen;Entre 30-50;Leve;Mantenimiento
6624;;Turno de tarde;Hombre;34;Incidente;Duración Determinada;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Blanking operator;Mayor 50;Muy grave;Mantenimiento
6625;;Turno de noche;Hombre;34;Accidente c/b;Cedidos de otras plantas;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Gruista LONGI004 y LONGI008;Menor 30;Muy grave;Mantenimiento
6626;;Turno de noche;Mujer;16;Incidente;Incidente (no aplica);Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;No;storekeeper;Entre 30-50;Grave;Mantenimiento
6627;;Turno de noche;Hombre;35;Accidente c/b;Cedidos de otras plantas;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;gruista en nave 6b zona carga;Mayor 50;Grave;Mantenimiento
6628;;Turno de mañana;Hombre;44;Accidente s/b;Prácticas;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;PROCESOS;Menor 30;Grave;Mantenimiento
6629;;Turno de noche;Hombre;1;Accidente s/b;Prácticas;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;MF1 LONGI001;Entre 30-50;Leve;Mantenimiento
6630;;Turno de mañana;Hombre;84;Accidente c/b;Incidente (no aplica);Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Forklift;Entre 30-50;Leve;Mantenimiento
6631;;Turno de mañana;Hombre;25;Accidente s/b;Indefinido;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Embal480;Mayor 50;Muy grave;Mantenimiento
6632;;Turno de mañana;Hombre;19;Accidente s/b;ETT;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Montador/auxiliar;Entre 30-50;Leve;Mantenimiento
6633;;Turno de noche;Hombre;18;Incidente;ETT;Burgos;Laminado;España;25249.0;42484.0;1419.3;830.0999999999999;No;Titular Línea Corte Prensa I;Mayor 50;Muy grave;Mantenimiento
6634;;Turno de noche;Mujer;46;Incidente;Indefinido con preaviso;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Verpackerin;Menor 30;Grave;Mantenimiento
6635;;Turno de mañana;Hombre;2;Accidente c/b;Cedidos de otras plantas;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Maschinen- und Anlagenführer;Entre 30-50;Muy grave;Mantenimiento
6636;;Turno de tarde;Hombre;56;Incidente;Subcontratado;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;EMBALAJE  T1;Entre 30-50;Muy grave;Mantenimiento
6637;;Turno de tarde;Hombre;30;Accidente c/b;Prácticas;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;Titular Prensa 1;Mayor 50;Muy grave;Mantenimiento
6638;;Turno de mañana;Hombre;4;Incidente;Subcontratado;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Maschinenführer 1 Presse;Entre 30-50;Grave;Mantenimiento
6639;;Turno de tarde;Hombre;6;Accidente c/b;Indefinido;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Stacker - training as forklift driver;Menor 30;Grave;Mantenimiento
6640;;Turno de noche;Hombre;84;Accidente s/b;Incidente (no aplica);Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;TORO GRANDE;Mayor 50;Grave;Mantenimiento
6641;;Turno de tarde;Hombre;14;Accidente s/b;Duración Determinada;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;Grua Caldera Galvanizado;Menor 30;Muy grave;Mantenimiento
6642;;Turno de noche;Hombre;46;Accidente s/b;ETT;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Ayudante longitudinal;Entre 30-50;Muy grave;Mantenimiento
6643;;Turno de noche;Hombre;44;Incidente;Prácticas;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Alimentador Tubos 601;Entre 30-50;Grave;Mantenimiento
6644;;Turno de mañana;Hombre;14;Accidente c/b;ETT;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;TORO GRANDE;Mayor 50;Leve;Mantenimiento
6645;;Turno de mañana;Hombre;47;Accidente s/b;Indefinido con preaviso;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;GRUISTA EXTERNO;Entre 30-50;Leve;Mantenimiento
6646;;Turno de noche;Hombre;53;Accidente c/b;Indefinido con preaviso;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;EMBALADORA015;Menor 30;Leve;Mantenimiento
6647;;Turno de tarde;Hombre;56;Accidente s/b;Incidente (no aplica);Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;MONTADORA;Mayor 50;Muy grave;Mantenimiento
6648;;Turno de noche;Hombre;55;Accidente c/b;No aplica;Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Soldador/gruista;Menor 30;Leve;Mantenimiento
6649;;Turno de mañana;Hombre;2;Accidente c/b;Indefinido;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Lkw Fahrer;Mayor 50;Leve;Mantenimiento
6650;;Turno de mañana;Hombre;13;Incidente;Cedidos de otras plantas;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;camionero;Menor 30;Muy grave;Mantenimiento
6651;;Turno de noche;Mujer;54;Accidente c/b;ETT;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;GRUA CALDERA;Menor 30;Leve;Mantenimiento
6652;;Turno de noche;Hombre;45;Incidente;Prácticas;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Cargue de material;Menor 30;Leve;Mantenimiento
6653;;Turno de tarde;Hombre;33;Accidente s/b;No aplica;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;"Auxiliares de Logistica
Operador de Grua Telescopica";Menor 30;Grave;Mantenimiento
6654;;Turno de noche;Hombre;63;Accidente c/b;Duración Determinada;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;AYUDANTE LONGI004;Mayor 50;Muy grave;Mantenimiento
6655;;Turno de noche;Hombre;20;Accidente c/b;Indefinido con preaviso;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;NÃO SE APLICA;Mayor 50;Muy grave;Mantenimiento
6656;;Turno de mañana;Hombre;43;Accidente c/b;Cedidos de otras plantas;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Maquinista plasma;Menor 30;Leve;Mantenimiento
6657;;Turno de mañana;Hombre;44;Accidente s/b;Duración Determinada;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Press Operator/Crane;Menor 30;Leve;Mantenimiento
6658;;Turno de mañana;Hombre;43;Accidente c/b;Cedidos de otras plantas;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Accidente que ocurre en la planta de un cliente con una cantonera colocada en un paquete de formatos enviado desde nuestra planta;Entre 30-50;Muy grave;Mantenimiento
6659;;Turno de tarde;Hombre;41;Accidente c/b;No aplica;Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;No;Kranführer Halle 2;Mayor 50;Muy grave;Mantenimiento
6660;;Turno de mañana;Hombre;13;Accidente s/b;Indefinido con preaviso;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;Incidente sin personas implicadas;Entre 30-50;Leve;Mantenimiento
6661;;Turno de noche;Hombre;4;Incidente;Indefinido;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;TITULAR LÍNEA CORTE PRENSA I;Menor 30;Muy grave;Mantenimiento
6662;;Turno de tarde;Hombre;35;Incidente;Indefinido con preaviso;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;mantenimiento mecánico;Mayor 50;Muy grave;Mantenimiento
6663;;Turno de mañana;Hombre;26;Accidente s/b;ETT;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;soldador/gruista;Mayor 50;Leve;Mantenimiento
6664;;Turno de noche;Hombre;16;Accidente s/b;ETT;Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Alimentador Tubos 601;Mayor 50;Muy grave;Mantenimiento
6665;;Turno de mañana;Hombre;35;Incidente;No aplica;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Ferienarbeiter;Entre 30-50;Leve;Mantenimiento
6666;;Turno de noche;Mujer;57;Accidente c/b;Indefinido con preaviso;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Flejador/ ayudante TRANS007;Menor 30;Muy grave;Mantenimiento
6667;;Turno de mañana;Mujer;63;Accidente c/b;Subcontratado;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Carretilla;Mayor 50;Grave;Mantenimiento
6668;;Turno de mañana;Hombre;15;Accidente s/b;Duración Determinada;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Gruista de caldera y operadores de limpieza;Entre 30-50;Leve;Mantenimiento
6669;;Turno de noche;Hombre;20;Accidente c/b;Prácticas;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;MF2 LONGI002;Mayor 50;Muy grave;Mantenimiento
6670;;Turno de tarde;Hombre;57;Incidente;ETT;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Verificador tubos 601;Menor 30;Muy grave;Mantenimiento
6671;;Turno de tarde;Hombre;43;Accidente s/b;No aplica;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Press Operators;Entre 30-50;Leve;Mantenimiento
6672;;Turno de noche;Hombre;84;Incidente;Duración Determinada;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Saumschrott durchtrennen;Entre 30-50;Grave;Mantenimiento
6673;;Turno de noche;Mujer;1;Incidente;ETT;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Maschinenführer 1, Presse 2;Menor 30;Leve;Mantenimiento
6674;;Turno de mañana;Mujer;19;Incidente;No aplica;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;GRUISTA NAVE 5;Entre 30-50;Grave;Mantenimiento
6675;;Turno de mañana;Hombre;6;Incidente;No aplica;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;linea de manutencion;Mayor 50;Muy grave;Mantenimiento
6676;;Turno de mañana;Hombre;14;Incidente;Prácticas;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;Montador LC4;Mayor 50;Muy grave;Mantenimiento
6677;;Turno de noche;Hombre;15;Accidente c/b;Cedidos de otras plantas;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Embalador 1 (en capacitación);Mayor 50;Leve;Mantenimiento
6678;;Turno de noche;Hombre;33;Accidente s/b;Cedidos de otras plantas;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;OPERADOR DE CARRETILLA;Mayor 50;Leve;Mantenimiento
6679;;Turno de mañana;Hombre;53;Incidente;Duración Determinada;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;Operario Entrada Decapado M1;Entre 30-50;Leve;Mantenimiento
6680;;Turno de mañana;Hombre;35;Accidente c/b;Incidente (no aplica);Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;gruista varios;Mayor 50;Grave;Mantenimiento
6681;;Turno de noche;Hombre;16;Accidente c/b;Incidente (no aplica);Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Verlader Halle 8;Menor 30;Leve;Mantenimiento
6682;;Turno de tarde;Hombre;1;Accidente c/b;Cedidos de otras plantas;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Gruista Procesos;Entre 30-50;Grave;Mantenimiento
6683;;Turno de noche;Hombre;44;Accidente s/b;Indefinido con preaviso;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Soldador y gruista;Entre 30-50;Grave;Mantenimiento
6684;;Turno de noche;Hombre;2;Accidente s/b;Indefinido con preaviso;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Chofer;Entre 30-50;Leve;Mantenimiento
6685;;Turno de tarde;Hombre;56;Incidente;Indefinido con preaviso;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;EMBALADOR;Entre 30-50;Grave;Mantenimiento
6686;;Turno de noche;Hombre;84;Incidente;Incidente (no aplica);Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;LCP 02;Entre 30-50;Muy grave;Mantenimiento
6687;;Turno de noche;Hombre;20;Accidente s/b;Cedidos de otras plantas;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Cargue de material;Mayor 50;Muy grave;Mantenimiento
6688;;Turno de noche;Hombre;63;Accidente s/b;Incidente (no aplica);Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;Kranführer Halle 0;Mayor 50;Grave;Mantenimiento
6689;;Turno de tarde;Hombre;45;Accidente s/b;No aplica;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Puente Grua Galvanizado;Entre 30-50;Grave;Mantenimiento
6690;;Turno de tarde;Hombre;44;Accidente c/b;Indefinido con preaviso;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;bobinero;Mayor 50;Grave;Mantenimiento
6691;;Turno de mañana;Hombre;32;Accidente s/b;Incidente (no aplica);Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Titular Linea;Mayor 50;Muy grave;Mantenimiento
6692;;Turno de tarde;Hombre;19;Incidente;Duración Determinada;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Torro Hyster;Menor 30;Muy grave;Mantenimiento
6693;;Turno de mañana;Hombre;5;Incidente;Indefinido con preaviso;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;EMBALADO Y FLEJADO;Mayor 50;Muy grave;Mantenimiento
6694;;Turno de tarde;Hombre;29;Incidente;Indefinido con preaviso;Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;Cargador de entrada;Mayor 50;Muy grave;Mantenimiento
6695;;Turno de noche;Hombre;20;Accidente s/b;No aplica;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Painting;Menor 30;Grave;Mantenimiento
6696;;Turno de tarde;Hombre;2;Accidente c/b;Prácticas;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Movimiento de carretilla elevadora;Mayor 50;Grave;Mantenimiento
6697;;Turno de tarde;Hombre;14;Accidente c/b;Incidente (no aplica);Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;EMBALAJE  T1;Entre 30-50;Leve;Mantenimiento
6698;;Turno de noche;Hombre;1;Accidente s/b;Duración Determinada;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;-;Entre 30-50;Grave;Mantenimiento
6699;;Turno de tarde;Hombre;27;Incidente;Prácticas;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Kranfahrer Halle 1 Nord;Entre 30-50;Muy grave;Mantenimiento
6700;;Turno de noche;Mujer;19;Accidente c/b;Duración Determinada;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;TRANS005;Mayor 50;Grave;Mantenimiento
6701;;Turno de tarde;Hombre;43;Incidente;Subcontratado;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Kranfahrer Halle 1 Nord;Entre 30-50;Muy grave;Mantenimiento
6702;;Turno de noche;Hombre;32;Accidente c/b;No aplica;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Carga y descarga vagones;Mayor 50;Leve;Mantenimiento
6703;;Turno de mañana;Mujer;6;Incidente;Indefinido con preaviso;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Kranführer Halle 0;Menor 30;Muy grave;Mantenimiento
6704;;Turno de noche;Hombre;54;Accidente s/b;Prácticas;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;Gruista Subcontrata Pardo Freijo;Menor 30;Muy grave;Mantenimiento
6705;;Turno de tarde;Hombre;25;Accidente c/b;Indefinido con preaviso;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Perfiladora Casset;Entre 30-50;Muy grave;Mantenimiento
6706;;Turno de noche;Hombre;30;Accidente c/b;Duración Determinada;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;Maschinenbedienerin;Entre 30-50;Muy grave;Mantenimiento
6707;;Turno de tarde;Hombre;6;Accidente s/b;Duración Determinada;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Maquinista Sierras Corte Tubos;Mayor 50;Grave;Mantenimiento
6708;;Turno de noche;Hombre;45;Accidente c/b;Duración Determinada;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Forklift driver;Menor 30;Grave;Mantenimiento
6709;;Turno de tarde;Hombre;84;Incidente;Duración Determinada;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;TRASLADOS;Entre 30-50;Muy grave;Mantenimiento
6710;;Turno de noche;Hombre;46;Accidente s/b;Cedidos de otras plantas;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;CARPINTERO TRANS001;Mayor 50;Muy grave;Mantenimiento
6711;;Turno de noche;Hombre;13;Accidente c/b;Indefinido;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;Pontonero y maquinista TRANS006;Entre 30-50;Leve;Mantenimiento
6712;;Turno de noche;Hombre;53;Accidente s/b;Indefinido con preaviso;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;supplier;Entre 30-50;Muy grave;Mantenimiento
6713;;Turno de tarde;Hombre;33;Accidente c/b;Cedidos de otras plantas;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;EMBALADORA;Mayor 50;Grave;Mantenimiento
6714;;Turno de tarde;Mujer;19;Accidente s/b;Duración Determinada;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Operating the crane;Mayor 50;Leve;Mantenimiento
6715;;Turno de noche;Hombre;53;Accidente c/b;Cedidos de otras plantas;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;OPERARIO DE MÁQUINA;Mayor 50;Muy grave;Mantenimiento
6716;;Turno de noche;Mujer;32;Incidente;ETT;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Carretillero/Gruista;Entre 30-50;Grave;Mantenimiento
6717;;Turno de mañana;Hombre;46;Accidente c/b;Indefinido con preaviso;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;LONGI2;Mayor 50;Leve;Mantenimiento
6718;;Turno de mañana;Hombre;1;Accidente c/b;Indefinido con preaviso;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Kranführer Halle 3;Menor 30;Muy grave;Mantenimiento
6719;;Turno de tarde;Hombre;20;Incidente;Indefinido;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Blanking operator;Menor 30;Leve;Mantenimiento
6720;;Turno de tarde;Hombre;27;Accidente s/b;Indefinido con preaviso;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;UTILLERO GALVANIZADO;Entre 30-50;Muy grave;Mantenimiento
6721;;Turno de mañana;Hombre;4;Accidente c/b;Incidente (no aplica);Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Mantenimiento Eléctrico;Entre 30-50;Muy grave;Mantenimiento
6722;;Turno de noche;Hombre;27;Incidente;ETT;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Embaladora Longi 6;Entre 30-50;Muy grave;Mantenimiento
6723;;Turno de noche;Hombre;35;Accidente s/b;Incidente (no aplica);Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Puente Grua - Flejador;Mayor 50;Grave;Mantenimiento
6724;;Turno de noche;Hombre;20;Incidente;Indefinido;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Verlader / Staplerfahrer Halle 8;Menor 30;Grave;Mantenimiento
6725;;Turno de tarde;Mujer;56;Accidente c/b;Indefinido;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;MATRICERO;Menor 30;Leve;Mantenimiento
6726;;Turno de noche;Mujer;30;Accidente c/b;Duración Determinada;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;EMBALADORA 2;Mayor 50;Leve;Mantenimiento
6727;;Turno de noche;Hombre;1;Accidente c/b;Duración Determinada;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Carga y descarga vagones;Menor 30;Muy grave;Mantenimiento
6728;;Turno de mañana;Hombre;55;Incidente;Cedidos de otras plantas;Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Desmontaje de la herramienta después de la producción de la línea 1 para colocarla en el almacén de matrices – matriz núm. 26;Menor 30;Leve;Mantenimiento
6729;;Turno de mañana;Hombre;2;Accidente c/b;Subcontratado;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;;Entre 30-50;Grave;Mantenimiento
6730;;Turno de mañana;Hombre;57;Accidente c/b;Subcontratado;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Maschinenführer 1, Presse 2;Mayor 50;Grave;Mantenimiento
6731;;Turno de mañana;Hombre;29;Accidente c/b;Indefinido con preaviso;Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;TRANS002;Entre 30-50;Grave;Mantenimiento
6732;;Turno de noche;Hombre;35;Accidente s/b;Cedidos de otras plantas;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Área de manutenção de ferramentas da prensa (Matrizes de corte);Mayor 50;Muy grave;Mantenimiento
6733;;Turno de tarde;Hombre;47;Accidente c/b;Incidente (no aplica);Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Painting;Mayor 50;Muy grave;Mantenimiento
6734;;Turno de tarde;Mujer;41;Accidente s/b;Prácticas;Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;No;EMBALADORA LC6;Entre 30-50;Leve;Mantenimiento
6735;;Turno de mañana;Mujer;54;Accidente c/b;Incidente (no aplica);Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;MF2 LONGI001;Entre 30-50;Leve;Mantenimiento
6736;;Turno de tarde;Hombre;27;Accidente s/b;Duración Determinada;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Handling material;Mayor 50;Muy grave;Mantenimiento
6737;;Turno de tarde;Hombre;26;Accidente c/b;Incidente (no aplica);Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;Montador/auxiliar;Menor 30;Grave;Mantenimiento
6738;;Turno de mañana;Hombre;29;Accidente c/b;Subcontratado;Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;MAQUINISTA TRANS 2;Menor 30;Muy grave;Mantenimiento
6739;;Turno de mañana;Hombre;26;Accidente c/b;Indefinido con preaviso;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;Auxiliar de logística;Menor 30;Muy grave;Mantenimiento
6740;;Turno de mañana;Hombre;63;Incidente;Subcontratado;Loudi;Cizalla;China;0.0;46112.0;1542.9;0.0;No;foreman;Entre 30-50;Muy grave;Mantenimiento
6741;;Turno de tarde;Hombre;15;Accidente c/b;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Operador Puente Grúa;Menor 30;Leve;Mantenimiento
6742;;Turno de mañana;Hombre;20;Accidente c/b;Subcontratado;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;UTILLERO GALVANIZADO;Menor 30;Grave;Mantenimiento
6743;;Turno de tarde;Hombre;45;Incidente;Indefinido;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Ferienarbeiter;Mayor 50;Muy grave;Mantenimiento
6744;;Turno de noche;Hombre;13;Accidente c/b;Subcontratado;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;Operator on Evtek blanking line;Menor 30;Grave;Mantenimiento
6745;;Turno de noche;Hombre;18;Accidente c/b;No aplica;Burgos;Laminado;España;25249.0;42484.0;1419.3;830.0999999999999;No;Salida de la carretilla de descarga y flejado del material;Entre 30-50;Leve;Mantenimiento
6746;;Turno de tarde;Hombre;5;Accidente c/b;Incidente (no aplica);Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Maquinista tubos;Menor 30;Grave;Mantenimiento
6747;;Turno de mañana;Mujer;35;Accidente s/b;Duración Determinada;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Carretillero Railsider;Entre 30-50;Leve;Mantenimiento
6748;;Turno de tarde;Hombre;33;Incidente;Prácticas;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;Operador Puente Grúa;Entre 30-50;Grave;Mantenimiento
6749;;Turno de tarde;Hombre;43;Accidente c/b;No aplica;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Cargue de material;Mayor 50;Leve;Mantenimiento
6750;;Turno de noche;Mujer;26;Accidente c/b;Indefinido;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;packaking -road safety;Mayor 50;Leve;Mantenimiento
6751;;Turno de noche;Hombre;6;Accidente c/b;Subcontratado;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Pontonero;Mayor 50;Leve;Mantenimiento
6752;;Turno de mañana;Hombre;47;Incidente;Subcontratado;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Soldadura;Entre 30-50;Grave;Mantenimiento
